sbn,size,category,symmetry,size_profile,sizes
771Weefdeo0057FB5P,7,shape-L,none,mixed,1 3 3 8 9 12 13
771Wggirec001Ddx95,7,shape-L,none,mixed,1 2 5 8 8 12 13
771W0UkzEEDeqe0ejW,7,shape-T,none,distinct,2 3 4 6 10 11 13
771W0SSSUljYWY0bYW,7,shape-T,none,mixed,2 2 3 4 12 13 13
771W6666MHO44453RO,7,shape-corner,none,distinct,2 4 5 6 7 9 16
771W0CoXIEg8TJXIC8,7,shape-cross,none,mixed,1 2 3 7 7 13 16
771Woggggj001X9BJH,7,shape-L,none,mixed,2 4 5 7 7 11 13
771W0SSSFiDadZ0YaZ,7,shape-T,none,mixed,1 2 6 6 10 11 13
771WG_oXIC02kIXoUY,7,shape-cross,none,mixed,1 2 6 7 7 13 13
771WiggXfb00DDRv91,7,shape-L,none,mixed,2 3 5 6 10 10 13
771WZZhbco009BJT95,7,shape-L,none,mixed,3 4 4 6 9 10 13
771WWZrjZW00DLPLpZ,7,shape-L,none,mixed,1 4 4 5 11 11 13
771W0CSiCECqya0ZYY,7,shape-T,none,distinct,1 3 5 6 9 12 13
771WYYfamm009DTLLT,7,shape-L,none,mixed,1 4 5 6 10 10 13
771Wabbdaq0057759b,7,shape-L,none,distinct,2 3 4 7 8 12 13
771WXeuoYW00rf99Bh,7,shape-L,none,mixed,1 2 3 4 13 13 13
771WYYphee00JB55L9,7,shape-L,none,mixed,2 2 5 5 9 13 13
771WZj-yqo00nb9hH1,7,shape-L,none,mixed,4 4 4 6 6 12 13
771WnqqZZY00H99fh3,7,shape-L,none,mixed,2 2 2 8 9 13 13
771W4465DPH4467H98,7,shape-corner,none,mixed,1 4 5 7 8 8 16
771W0EFiyCCYek0eme,7,shape-T,none,mixed,1 2 3 8 9 13 13
771W6645KKY55445KO,7,shape-corner,none,mixed,1 4 4 7 8 9 16
771WeehqaX00D99BJB,7,shape-L,none,mixed,1 1 6 7 10 11 13
771Wycceea005bBfHH,7,shape-L,none,mixed,1 2 5 5 10 13 13
771WeuZYca00bLLNH9,7,shape-L,none,mixed,1 3 6 8 9 9 13
771W4466AQg4566I88,7,shape-corner,none,mixed,3 4 4 6 8 8 16
771W556488C6665em0,7,shape-corner,none,mixed,1 2 3 3 6 16 18
771WvvpfaY009PDBH5,7,shape-L,none,mixed,2 3 4 9 9 9 13
771W4456Ci275549CK,7,shape-corner,none,distinct,1 3 5 7 8 9 16
771WbZXocf00957bRH,7,shape-L,none,mixed,2 3 4 6 6 13 15
771W4545HI94455LNe,7,shape-corner,none,mixed,3 5 5 6 7 7 16
771Wbbcggf00DD5DJ1,7,shape-L,none,mixed,2 4 5 5 9 11 13
771W0CCyikieea0ZXX,7,shape-T,none,mixed,1 3 4 7 7 13 14
771W0EECCSCZZX0emm,7,shape-T,none,mixed,2 2 2 3 13 13 14
771W0iCjikCnee0fgc,7,shape-T,none,distinct,1 5 6 7 8 9 13
771Wkigeua00JL3Hff,7,shape-L,none,mixed,2 4 4 5 6 13 15
771W446660I6677BKK,7,shape-corner,none,mixed,2 3 4 4 7 13 16
771W45454ae4777aaO,7,shape-corner,none,distinct,2 3 4 6 7 11 16
771W4456OOK44558CK,7,shape-corner,none,mixed,2 2 3 6 8 12 16
771W4655cM94655YL8,7,shape-corner,none,mixed,4 5 6 6 6 6 16
771W0CCSCECaai0ZYY,7,shape-T,none,mixed,1 1 5 8 9 12 13
771W4654PHG4464aKP,7,shape-corner,none,mixed,1 1 5 6 8 12 16
771W0CCiCEEiaa0XYY,7,shape-T,none,mixed,1 1 4 8 9 13 13
771W0EFDCSSYYX0iam,7,shape-T,none,mixed,1 2 4 5 11 13 13
771WaXYYYe00pppJLb,7,shape-L,none,distinct,2 3 5 6 8 12 13
771WbbjsYa0059P799,7,shape-L,none,mixed,1 3 7 7 9 9 13
771W0TjkiCiZmW0eia,7,shape-T,none,mixed,1 4 4 5 10 12 13
771W4567KLe45455Pc,7,shape-corner,none,mixed,4 5 5 6 6 7 16
771Wngffrr005XD9v3,7,shape-L,none,distinct,1 2 6 7 9 11 13
771WWZnY-Y00DNLJvX,7,shape-L,none,mixed,1 1 6 8 9 11 13
771WeioXJC06EIXoiY,7,shape-cross,none,mixed,2 4 4 5 7 13 14
771Wywgwia00L93b55,7,shape-L,none,mixed,2 5 6 6 8 9 13
771W0CiiCDSmab0ccb,7,shape-T,none,distinct,1 4 5 7 9 10 13
771WaiIXIia1UIXIC4,7,shape-cross,none,mixed,1 5 5 8 8 9 13
771WYqlfvm00bJ9fHJ,7,shape-L,none,mixed,2 3 6 6 7 12 13
771WYZhlgW00nndhb5,7,shape-L,none,mixed,3 3 4 5 7 13 14
771W0DDSSiCbce0eem,7,shape-T,none,mixed,1 3 4 7 8 13 13
771WIEIXojG8FoXIE1,7,shape-cross,none,distinct,1 4 5 7 9 10 13
771W6655iaY44461ma,7,shape-corner,none,distinct,1 2 3 4 9 14 16
771W0SSSUjkWYe0Ybc,7,shape-T,none,mixed,2 3 5 6 10 10 13
771Wbbffru00LHV993,7,shape-L,none,mixed,2 5 6 7 7 9 13
771W6555ea45446a4e,7,shape-corner,none,mixed,1 2 2 8 9 11 16
771W4455Lsm6455HI8,7,shape-corner,none,mixed,2 4 4 7 7 9 16
771Wjkaeue0053PPf9,7,shape-L,none,mixed,2 3 3 6 10 12 13
771WfgbcaY00XXHNfP,7,shape-L,none,distinct,1 2 5 6 7 13 15
771W9CJXIC4CCIXICm,7,shape-cross,none,mixed,1 1 7 8 9 10 13
771Wmaaywi00Xhf755,7,shape-L,none,distinct,1 2 4 5 10 13 14
771W0CoXJT2PDIXJD8,7,shape-cross,none,mixed,1 3 5 5 6 13 16
771WGUoXIEA0SIXoC8,7,shape-cross,none,mixed,1 1 3 7 10 13 14
771W1DpXISIGCJXJCW,7,shape-cross,none,mixed,1 1 3 8 10 13 13
771WXqYkme00Jdfzf9,7,shape-L,none,mixed,1 2 6 6 9 12 13
771WmDIXIEI8ipXISW,7,shape-cross,none,distinct,1 4 6 7 8 10 13
771W8koXIC0YkoXoC4,7,shape-cross,none,mixed,1 3 3 5 9 13 15
771WueglYa00b5LR95,7,shape-L,none,distinct,1 3 6 7 8 11 13
771W0DEySSSaee0eue,7,shape-T,none,mixed,3 3 4 7 7 12 13
771W0TTFFECeee0fYW,7,shape-T,none,distinct,2 3 4 6 9 12 13
771W4SIXoCKZjIXIC4,7,shape-cross,none,mixed,2 5 6 6 8 9 13
771W0jUkUDEeqg0epW,7,shape-T,none,mixed,3 3 5 6 9 10 13
771W0jDDDFSWmn0YXY,7,shape-T,none,distinct,1 2 4 5 9 13 15
771W5kJXJCWGjpXIiI,7,shape-cross,none,mixed,3 3 4 5 10 11 13
771W5576aGG5744M2A,7,shape-corner,none,mixed,2 2 3 3 10 13 16
771W0UliCiCcnX0eme,7,shape-T,none,mixed,2 3 4 4 10 13 13
771W0DDCUEUYYb0ieW,7,shape-T,none,mixed,1 3 4 6 11 11 13
771W0j-EDEFeWu0WsX,7,shape-T,none,mixed,1 1 2 8 9 13 15
771W67468A05556Q5r,7,shape-corner,none,distinct,1 2 6 7 8 9 16
771W0CDFCSCZZX0aeq,7,shape-T,none,mixed,2 2 3 6 10 13 13
771W0EDCiiEbYY0evX,7,shape-T,none,mixed,2 2 3 5 11 13 13
771W0iSVSCCmmY0iea,7,shape-T,none,mixed,1 1 5 7 10 12 13
771W4655FGG4475ZLJ,7,shape-corner,none,mixed,3 5 5 6 7 7 16
771WmWnpjY00pNJLRH,7,shape-L,none,distinct,1 4 5 7 8 11 13
771WaicajY0033rBJL,7,shape-L,none,mixed,1 3 5 7 7 13 13
771W4SoXJjWGEoXIC9,7,shape-cross,none,distinct,1 3 6 7 8 11 13
771WosYYmc005JJn77,7,shape-L,none,distinct,1 2 4 5 8 13 16
771Wmaifiq00bdnDD9,7,shape-L,none,mixed,1 3 7 7 7 11 13
771WegYsXW00LTD5rp,7,shape-L,none,mixed,2 2 4 5 11 12 13
771WecgedX00rrrZD9,7,shape-L,none,distinct,2 3 4 8 9 10 13
771WWgWadY00PPvtbZ,7,shape-L,none,distinct,1 2 3 8 10 12 13
771WGTJXJD80CIXpjO,7,shape-cross,none,mixed,1 3 3 7 7 13 15
771W1DIXIjW6DJXIUH,7,shape-cross,none,mixed,2 2 4 6 8 13 14
771W4EIXpj81CIXIib,7,shape-cross,none,distinct,2 4 5 6 7 12 13
771WWmaafi00Hnrppt,7,shape-L,none,mixed,1 3 5 7 10 10 13
771W1CIXISQGSIXJCa,7,shape-cross,none,mixed,1 2 2 7 9 13 15
771WjlpZYa009HHZX5,7,shape-L,none,mixed,2 2 4 5 8 13 15
771W0iiCCDCeee0ZZY,7,shape-T,none,mixed,2 2 4 4 12 12 13
771WXXocfe00JBD9LZ,7,shape-L,none,mixed,1 2 6 6 8 13 13
771W0iiiyUSWcW0YZZ,7,shape-T,none,distinct,1 2 4 8 9 12 13
771W4564J894465TJa,7,shape-corner,none,distinct,1 3 5 7 8 9 16
771WYgdaqW00bZJBJR,7,shape-L,none,mixed,1 4 7 7 7 10 13
771Wggffqa00JL15LP,7,shape-L,none,mixed,1 4 4 5 7 13 15
771W0EEDDjEYZZ0Wfa,7,shape-T,none,mixed,2 4 4 5 9 12 13
771W0iSCEEkXme0Yaa,7,shape-T,none,distinct,1 2 3 6 10 13 14
771W0SSCCEEmme0XYY,7,shape-T,none,mixed,1 2 2 4 13 13 14
771W0DDEESyXWY0agY,7,shape-T,none,distinct,1 2 5 6 7 13 15
771WYYqjjj00H93P99,7,shape-L,none,mixed,1 3 6 7 7 12 13
771W0CzDTCDWuc0mmZ,7,shape-T,none,mixed,1 1 1 6 11 13 16
771W8SIXJC28CoXJE8,7,shape-cross,none,mixed,1 1 7 7 9 11 13
771W5466AML4466GHm,7,shape-corner,none,mixed,1 4 5 7 7 9 16
771Wbbaaqa00755HHX,7,shape-L,none,mixed,1 1 4 5 12 13 13
771W0CJXpDLISJXICG,7,shape-cross,none,mixed,2 4 5 5 6 13 14
771WpozqnW003H9LrB,7,shape-L,none,mixed,1 4 5 6 7 13 13
771W0CCiiiUafe0ZYY,7,shape-T,none,mixed,1 4 5 7 7 12 13
771W4464QII4446UGG,7,shape-corner,none,mixed,1 2 6 6 7 11 16
771WueoXYi009nJJTH,7,shape-L,none,mixed,1 1 4 8 8 13 14
771Wocgfmm005bnX9D,7,shape-L,none,distinct,1 2 3 6 8 13 16
771WecoiWe00BRrfnn,7,shape-L,none,mixed,2 2 4 5 6 13 17
771WefehYY0099bbjP,7,shape-L,none,mixed,1 5 5 6 9 10 13
771W6CIXIE88CIXIjf,7,shape-cross,none,mixed,2 5 5 6 9 9 13
771W0iiCSVUiaW0YYX,7,shape-T,none,mixed,2 2 3 6 10 13 13
771W4557SxW4654E1c,7,shape-corner,none,distinct,1 2 3 4 11 12 16
771W0ioXJC0ckoXISI,7,shape-cross,none,mixed,2 3 3 4 10 13 14
771WWTIXJV21jIXojK,7,shape-cross,none,distinct,2 4 5 7 8 10 13
771WZiIXok01UIXoDX,7,shape-cross,none,mixed,1 1 6 7 10 11 13
771W0CCEkTSYac0fZY,7,shape-T,none,mixed,2 4 4 6 10 10 13
771Wjsqabb00Xf9Lb1,7,shape-L,none,mixed,2 3 4 5 11 11 13
771Wfbacmm00DDj95L,7,shape-L,none,mixed,2 2 3 8 10 11 13
771WWdljja00HHJZh3,7,shape-L,none,mixed,2 3 3 6 9 13 13
771W0CSSlCCYau0Yca,7,shape-T,none,mixed,1 1 7 8 9 10 13
771WqoeaYX00fPPr75,7,shape-L,none,mixed,1 3 3 5 12 12 13
771W0DDCCiiYXX0aai,7,shape-T,none,mixed,2 2 2 7 9 13 14
771W0CCEVSCYYb0eYc,7,shape-T,none,distinct,1 2 5 8 9 11 13
771Wiggfms0055Hp95,7,shape-L,none,mixed,1 2 3 8 8 13 14
771WYirbae00fn3rLP,7,shape-L,none,distinct,1 3 4 5 8 13 15
771W0yzzFCCeaW0Ycm,7,shape-T,none,mixed,1 2 3 8 9 13 13
771W0iSCDDEeue0XWb,7,shape-T,none,mixed,1 2 3 3 12 13 15
771W5765uqI4546X8K,7,shape-corner,none,mixed,2 2 4 6 6 13 16
771WaqaenX00pNR335,7,shape-L,none,mixed,1 2 5 5 6 13 17
771WZYayfg00959TFf,7,shape-L,none,mixed,1 5 6 6 6 12 13
771WWpokcg009fdjHX,7,shape-L,none,mixed,1 3 7 7 9 9 13
771WaqkWbc00brjHBD,7,shape-L,none,mixed,3 3 3 6 8 13 13
771W0iCCCDEuee0XXY,7,shape-T,none,mixed,1 1 3 5 12 13 14
771W5466I2Y6755H8e,7,shape-corner,none,distinct,1 2 4 7 8 11 16
771WGSJXJT90CJXIS4,7,shape-cross,none,mixed,1 1 3 6 11 13 14
771W0CDFDySXYY0aeo,7,shape-T,none,mixed,2 3 3 6 9 13 13
771W5445RKY4546jg4,7,shape-corner,none,mixed,2 3 5 7 8 8 16
771W0iECSCCqaY0qii,7,shape-T,none,mixed,1 4 5 8 9 9 13
771Wquvkee0019bD5T,7,shape-L,none,mixed,1 1 4 8 9 13 13
771W44655aQ6554H8A,7,shape-corner,none,distinct,1 2 3 8 9 10 16
771WYXXqqa005BB9fP,7,shape-L,none,mixed,1 3 4 4 9 13 15
771Wfh-gia00H9JDn1,7,shape-L,none,distinct,1 4 5 6 8 12 13
771W0CCCjTSWcb0eej,7,shape-T,none,distinct,1 2 3 6 10 13 14
771Wfkyiag00P1dJX1,7,shape-L,none,distinct,1 2 3 4 12 13 14
771W0ikDCDCeee0ogb,7,shape-T,none,distinct,2 4 5 6 7 12 13
771WrvoYgf00DLX1JH,7,shape-L,none,mixed,2 3 3 4 7 13 17
771Wueghaa00f9LL95,7,shape-L,none,distinct,1 4 5 7 8 11 13
771W0EDDDSCYYZ0aqY,7,shape-T,none,mixed,1 5 5 5 8 12 13
771W0jliSSSaaW0eme,7,shape-T,none,mixed,2 3 3 6 9 13 13
771Wemp-YY00Lb9DH9,7,shape-L,none,distinct,1 2 3 7 9 13 14
771WWbfigo0013Lzvf,7,shape-L,none,mixed,2 2 4 5 7 13 16
771Wfoqnno00HpJRf3,7,shape-L,none,mixed,3 3 4 6 8 12 13
771WoeeXWa00BhxvPL,7,shape-L,none,mixed,3 3 5 5 6 13 14
771W4474KKn4544H9O,7,shape-corner,none,mixed,1 1 5 7 8 11 16
771W0iCCECCuee0caa,7,shape-T,none,mixed,1 1 5 8 9 12 13
771W0DDEEiCZYY0agY,7,shape-T,none,mixed,1 5 5 6 7 12 13
771W0S-UUSCXvW0mcc,7,shape-T,none,mixed,1 2 7 8 9 9 13
771WHCIXIkYIUoXoi0,7,shape-cross,none,mixed,2 4 5 5 7 13 13
771WeifiuW0035lNNF,7,shape-L,none,mixed,1 4 7 7 8 9 13
771W76669aa64468a2,7,shape-corner,none,distinct,1 2 3 8 9 10 16
771WcXtXYY00HPPfLb,7,shape-L,none,distinct,1 2 3 4 11 13 15
771W0FCECSiXXY0aue,7,shape-T,none,mixed,1 1 3 6 11 13 14
771WWxbcqY00LZJNhZ,7,shape-L,none,mixed,2 4 5 7 9 9 13
771W0DjSCCCnfb0eee,7,shape-T,none,distinct,2 3 4 6 9 12 13
771WBFpXIC2GCIXJC4,7,shape-cross,none,mixed,3 3 4 7 7 12 13
771Waafprj00D3PTHH,7,shape-L,none,distinct,1 3 4 6 8 13 14
771W0iilVCCaaY0YiY,7,shape-T,none,mixed,1 3 7 7 8 10 13
771W0EDCUyiacX0cme,7,shape-T,none,mixed,1 3 3 4 11 13 14
771W6555IGe4545bZ7,7,shape-corner,none,mixed,1 4 5 5 8 10 16
771WceWbrq00HLbhB9,7,shape-L,none,mixed,1 4 4 5 5 13 17
771W0DDEEkEZYY0aeW,7,shape-T,none,mixed,1 3 5 5 10 12 13
771WqcbXYY00f99fV3,7,shape-L,none,mixed,1 2 3 8 9 13 13
771W0DDjlySfYW0cWY,7,shape-T,none,mixed,1 3 3 4 12 13 13
771W5556Q9844659B2,7,shape-corner,none,mixed,1 5 6 6 7 8 16
771WaigXaf0099pLD7,7,shape-L,none,mixed,1 1 6 7 9 12 13
771WeiIXIF1KCIXID6,7,shape-cross,none,mixed,2 2 3 7 10 12 13
771WWipXIE28SIXJCG,7,shape-cross,none,mixed,1 1 3 8 11 12 13
771W0CCETFibaY0gdW,7,shape-T,none,mixed,1 1 3 7 10 13 14
771W44744II6655BGO,7,shape-corner,none,mixed,1 3 4 7 7 11 16
771WaCIXICe9ioXIC4,7,shape-cross,none,mixed,1 3 6 8 9 9 13
771WfbdcoX0035bvZ9,7,shape-L,none,mixed,1 3 3 8 9 12 13
771WgY_gaW00FNhrH9,7,shape-L,none,distinct,2 3 5 6 8 12 13
771WGSIXJCH0CJXpjg,7,shape-cross,none,mixed,2 4 5 5 6 13 14
771W4CIXpjn8CJXIC2,7,shape-cross,none,mixed,2 4 4 7 9 10 13
771Wffmgww005P999P,7,shape-L,none,mixed,2 2 6 6 9 11 13
771WYiqysv00XrBb75,7,shape-L,none,mixed,3 4 4 6 8 11 13
771Wafguzv0095Zbz9,7,shape-L,none,distinct,2 3 5 6 8 12 13
771W4456KKq5444C8G,7,shape-corner,none,mixed,1 1 5 6 8 12 16
771WYYcixW00JLVJDB,7,shape-L,none,mixed,1 6 6 7 8 8 13
771WfaZsaX0059fthJ,7,shape-L,none,distinct,1 3 5 6 10 11 13
771W0kljSCCaaY0eWq,7,shape-T,none,mixed,2 2 3 7 8 13 14
771W0CCiyUTeYa0YXX,7,shape-T,none,mixed,1 3 3 6 9 13 14
771W4566A6055575Pf,7,shape-corner,none,mixed,3 3 6 7 7 7 16
771Wcaeaoe0057TrJJ,7,shape-L,none,progressive,1 3 5 7 9 11 13
771WemsggY009fBR99,7,shape-L,none,mixed,1 4 4 6 8 13 13
771WaaiZYY00nnf97B,7,shape-L,none,mixed,2 3 3 4 10 13 14
771W0CDDCSCYYZ0aaq,7,shape-T,none,distinct,1 2 5 7 9 12 13
771Waacmae005DFRJJ,7,shape-L,none,mixed,1 4 5 6 10 10 13
771W0UDEEDCuue0awX,7,shape-T,none,mixed,2 4 4 6 8 12 13
771WWo-ggZ00Bpfn9B,7,shape-L,none,mixed,1 4 5 5 9 12 13
771W6554AC45556a2g,7,shape-corner,none,distinct,1 2 5 6 8 11 16
771WizbWhg00LbH9DZ,7,shape-L,none,mixed,2 3 3 4 7 13 17
771WqafZaa00HnfTPL,7,shape-L,none,mixed,2 2 6 7 7 12 13
771W5664ABH4455jY0,7,shape-corner,none,mixed,2 2 4 5 8 12 16
771WamtWcY00ZhhLRJ,7,shape-L,none,distinct,1 2 3 5 10 13 15
771Wihssfq001NLZNZ,7,shape-L,none,mixed,3 4 4 6 9 10 13
771WeegcWi00HHxrff,7,shape-L,none,mixed,1 3 4 4 6 13 18
771W0SSCFFDaai0XaY,7,shape-T,none,mixed,2 2 4 7 9 12 13
771WYYcxtn001BFL39,7,shape-L,none,mixed,3 3 3 5 8 13 14
771WICIXIEA0CoXoSK,7,shape-cross,none,mixed,3 3 3 5 6 13 16
771W4446LKO4445hdX,7,shape-corner,none,mixed,3 3 4 5 6 12 16
771W0jT-yyCWvX0iWe,7,shape-T,none,distinct,1 2 3 6 9 13 15
771W5645OOP4445Lb8,7,shape-corner,none,mixed,3 3 3 6 8 10 16
771WYnfibb00ZJ79fb,7,shape-L,none,mixed,2 2 3 8 9 12 13
771W0TUkCCDquW0amX,7,shape-T,none,mixed,1 2 3 4 13 13 13
771Wqaaeom00fDDDBB,7,shape-L,none,mixed,1 4 6 8 8 9 13
771W0CTDFCCeeu0aYo,7,shape-T,none,distinct,1 3 5 7 8 12 13
771WWmrZae00fHJTLL,7,shape-L,none,mixed,2 2 3 7 11 11 13
771W6545gHH64644cO,7,shape-corner,none,distinct,1 3 5 6 8 10 16
771Wemmhgc00HfB95D,7,shape-L,none,distinct,1 3 4 5 8 13 15
