sbn,size,category,symmetry,size_profile,sizes
AA1We10G8p4faSYKB8eX08PHL8fWCHG623,10,plain,none,mixed,1 1 2 5 6 11 15 18 19 22
AA1WP3GIeu94n6mQw182G9PLuaaJ8Y8GHQ,10,plain,none,mixed,1 2 3 5 6 12 16 16 18 21
AA1WXaKH4OT2CnLDY4X13e4WI4V2IWE0G5,10,plain,none,mixed,1 3 3 4 9 10 12 15 18 25
AA1W68kAQvKIbA64TBm0m0DYYPKdObQrGH,10,distinct,none,distinct,1 2 3 4 5 8 9 21 22 25
AA1W1840Zm3moiKmJa29H95H66XfhGf2aK,10,distinct,none,distinct,1 2 4 5 8 12 13 16 17 22
AA1W0G20RWMnQF2Go5W8H06fK58a60W938,10,plain,none,mixed,1 2 3 4 4 5 8 15 23 35
AA1WXA5CXaL1T4JGV0G0C1MYD7mYbAHJi5,10,plain,none,mixed,1 3 5 6 6 8 15 16 18 22
AA1W48mHaSWNq_0FGb40fGOxIeooJGq4Ka,10,plain,none,mixed,1 1 6 8 9 11 14 16 17 17
AA1WP1FXy8n4uaYY0G6GIcoGI10GX1DX18,10,plain,none,mixed,1 1 5 7 8 9 9 16 21 23
AA1W4CA9KY1O2Y0V6un5d0u50CHgZaPqYG,10,plain,none,mixed,1 2 3 5 9 9 10 13 14 34
AA1WGQOAXYKLC4X8Anc10GK1U9SAobIe10,10,distinct,none,distinct,1 2 3 7 8 11 13 14 18 23
AA1W48h18uOcZSibN3450s4euOAYaCQGHG,10,plain,none,mixed,1 3 3 4 8 8 11 17 19 26
AA1WWoQB080LZ4qqYICIc9H1G8q1q2h2WC,10,plain,none,mixed,1 3 3 3 4 9 11 15 17 34
AA1W5188WTac1K9Ii304G93jPCn0K1GAmo,10,plain,none,mixed,1 3 4 5 5 9 10 12 19 32
AA1WII9I3mLen5bQHa90876XI5suY4lbA0,10,plain,none,mixed,1 3 3 3 3 12 13 14 23 25
AA1W10Ok1AfX2H5qKaKIXZDo08l23muC1W,10,distinct,none,distinct,1 2 4 5 6 9 14 16 18 25
AA1W9KSI3B9mbCZHgeX4cdW9O8j5IiYAGi,10,plain,none,mixed,3 3 4 7 8 12 12 12 15 24
AA1WC0i80X5nHBY4mE40W60dG40qr0J6PA,10,plain,none,mixed,1 1 2 4 4 4 12 24 24 24
AA1W4I0WG5xq9BAPbB8CIPbqN2Wg210-61,10,plain,none,mixed,2 2 3 7 8 9 9 11 19 30
AA1W0ma3WVBngYXCYaOaCkbqGH0UOCO80W,10,plain,none,mixed,1 1 1 10 11 11 13 16 18 18
AA1W90a1WD2Q8A1n3YgB9P952Ohwa0Z2H4,10,plain,none,mixed,2 2 3 6 8 13 13 14 18 21
AA1W91E68mm4KbXYD0748L6gn728HyMI9G,10,plain,none,mixed,1 1 8 8 9 9 14 15 15 20
AA1WG60mCcdAcOpGA1H44GAHO40K6X4F29,10,plain,none,mixed,1 4 5 6 6 8 13 14 16 27
AA1WACT0Z4EGcmGc2WdP54j0O4wKYYiGO2,10,plain,none,mixed,1 1 4 6 7 8 10 16 23 24
AA1W28a4H3GI4r6GnoA994D18Wa6XAI84W,10,plain,none,mixed,1 3 3 4 8 10 13 13 20 25
AA1WAmw0G4FJ6CWa558HgCIcf2YaYnm108,10,distinct,none,distinct,1 3 4 7 8 9 11 13 15 29
AA1W1GLgjeJ0uI1JEWMM0G7ZPKL88538a2,10,plain,none,mixed,1 2 6 6 6 6 11 17 18 27
AA1WGL1X0AX5aIyME20i2UoOA2OON2Yv1C,10,plain,none,mixed,1 1 2 4 9 10 11 12 21 29
AA1WI0GLY6kWqCGY38Kd4ON24CJ8HPA4GZ,10,plain,none,mixed,1 1 2 6 11 13 15 16 17 18
AA1W88aD1orW826ql4I28a6NH8XiIyXe10,10,plain,none,mixed,1 1 3 6 9 11 12 14 20 23
AA1W9XCHaafHSnT1EGO3H4H0rAnDbWq1O1,10,plain,none,mixed,1 1 2 3 9 10 15 17 19 23
AA1W50E1eGg4ApWaeQ22Gb5eUZ5K942JHP,10,plain,none,mixed,2 2 3 3 8 9 9 18 22 24
AA1W4UaGX26moA2W4J4GK2Ogf5WG25X1KA,10,plain,none,mixed,1 1 2 5 7 10 13 19 19 23
AA1W16RLAOX3c-uSI1GLKM68aV4GIoKX14,10,plain,none,mixed,1 2 4 5 8 14 15 15 16 20
AA1WWX5NqVH48e5i4911LouHDHGgGaYuGX,10,distinct,none,distinct,1 2 4 7 8 10 12 14 18 24
AA1W8faKJ4OdO-WGmD2206IP6XKKZZ40i6,10,plain,none,mixed,1 3 3 3 9 12 14 17 18 20
AA1WY24GY2f0eugAdM2746bCLXqDbZeHY8,10,plain,none,mixed,1 4 5 7 8 10 13 13 18 21
AA1W1291H3CWO30Vs48YCIIBXQJ3YKaqHa,10,plain,none,mixed,1 1 7 8 10 11 13 14 16 19
AA1W0LeEgQqYf1W40WOa2GP48E2ngkux4G,10,plain,none,mixed,1 2 4 7 7 9 13 13 14 30
AA1W5X5OWK18C1GaeD28H1GD28Wab4UYQW,10,plain,none,mixed,1 2 2 4 9 12 12 12 16 30
AA1W1YCmc6wGS2mK460m4H28X4GoLHK918,10,plain,none,mixed,1 2 5 5 5 8 9 19 21 25
